id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
609202,40,BlockedShot,0.8190000152587891,0.37799999237060544,0.04697838053107262,Amad Diallo Traore,a,8127,OpenPlay,2024,RightFoot,26781,Wolverhampton Wanderers,Manchester United,2,0,2024-12-26 17:30:00,Rasmus Højlund,BallTouch
609743,53,BlockedShot,0.8130000305175781,0.615,0.03229212388396263,Amad Diallo Traore,h,8127,OpenPlay,2024,RightFoot,26789,Manchester United,Newcastle United,0,2,2024-12-30 20:00:00,Rasmus Højlund,Pass
609748,71,BlockedShot,0.8419999694824218,0.31,0.0443720780313015,Amad Diallo Traore,h,8127,OpenPlay,2024,LeftFoot,26789,Manchester United,Newcastle United,0,2,2024-12-30 20:00:00,Noussair Mazraoui,BallRecovery
610337,79,Goal,0.909000015258789,0.5220000076293946,0.4707243740558624,Amad Diallo Traore,a,8127,OpenPlay,2024,LeftFoot,26797,Liverpool,Manchester United,2,2,2025-01-05 16:30:00,,None
610339,88,BlockedShot,0.89,0.29200000762939454,0.03204844892024994,Amad Diallo Traore,a,8127,FromCorner,2024,LeftFoot,26797,Liverpool,Manchester United,2,2,2025-01-05 16:30:00,Bruno Fernandes,Cross
611881,23,MissedShots,0.7930000305175782,0.38299999237060545,0.032152581959962845,Amad Diallo Traore,h,8127,OpenPlay,2024,RightFoot,26811,Manchester United,Southampton,3,1,2025-01-16 20:00:00,Noussair Mazraoui,Pass
611902,71,BlockedShot,0.86,0.46599998474121096,0.06470628082752228,Amad Diallo Traore,h,8127,OpenPlay,2024,LeftFoot,26811,Manchester United,Southampton,3,1,2025-01-16 20:00:00,,None
611907,81,Goal,0.9309999847412109,0.37200000762939456,0.33046022057533264,Amad Diallo Traore,h,8127,OpenPlay,2024,RightFoot,26811,Manchester United,Southampton,3,1,2025-01-16 20:00:00,,Rebound
611906,81,BlockedShot,0.879000015258789,0.32,0.05443744361400604,Amad Diallo Traore,h,8127,OpenPlay,2024,LeftFoot,26811,Manchester United,Southampton,3,1,2025-01-16 20:00:00,Joshua Zirkzee,Pass
611908,89,Goal,0.914000015258789,0.45299999237060545,0.329629510641098,Amad Diallo Traore,h,8127,OpenPlay,2024,LeftFoot,26811,Manchester United,Southampton,3,1,2025-01-16 20:00:00,Christian Eriksen,Chipped
611910,93,Goal,0.9259999847412109,0.39099998474121095,0.3926829695701599,Amad Diallo Traore,h,8127,OpenPlay,2024,RightFoot,26811,Manchester United,Southampton,3,1,2025-01-16 20:00:00,,BallRecovery
612637,48,BlockedShot,0.8809999847412109,0.34299999237060547,0.061614520847797394,Amad Diallo Traore,h,8127,OpenPlay,2024,LeftFoot,26818,Manchester United,Brighton,1,3,2025-01-19 14:00:00,Matthijs de Ligt,Chipped
615458,72,MissedShots,0.8119999694824219,0.3970000076293945,0.07704152911901474,Amad Diallo Traore,h,8127,OpenPlay,2024,LeftFoot,26838,Manchester United,Crystal Palace,0,2,2025-02-02 14:00:00,Bruno Fernandes,TakeOn
631874,64,BlockedShot,0.7619999694824219,0.36400001525878906,0.02246234193444252,Amad Diallo Traore,a,8127,OpenPlay,2024,LeftFoot,26947,Brentford,Manchester United,4,3,2025-05-04 13:00:00,Christian Eriksen,Pass
631883,90,BlockedShot,0.75,0.4540000152587891,0.027793124318122864,Amad Diallo Traore,a,8127,FromCorner,2024,LeftFoot,26947,Brentford,Manchester United,4,3,2025-05-04 13:00:00,Alejandro Garnacho,Pass
631884,94,Goal,0.855999984741211,0.3120000076293945,0.03759871423244476,Amad Diallo Traore,a,8127,OpenPlay,2024,LeftFoot,26947,Brentford,Manchester United,4,3,2025-05-04 13:00:00,Manuel Ugarte,TakeOn
633432,8,SavedShot,0.8680000305175781,0.28399999618530275,0.03264002874493599,Amad Diallo Traore,h,8127,OpenPlay,2024,LeftFoot,26956,Manchester United,West Ham,0,2,2025-05-11 13:15:00,Mason Mount,Chipped
634254,78,SavedShot,0.9009999847412109,0.3029999923706055,0.05775585025548935,Amad Diallo Traore,a,8127,OpenPlay,2024,LeftFoot,26966,Chelsea,Manchester United,1,0,2025-05-16 19:15:00,Harry Maguire,TakeOn
636447,11,MissedShots,0.889000015258789,0.46,0.09431314468383789,Amad Diallo Traore,h,8127,OpenPlay,2024,LeftFoot,26974,Manchester United,Aston Villa,2,0,2025-05-25 15:00:00,Mason Mount,Cross
636462,75,Goal,0.9569999694824218,0.41700000762939454,0.3459354639053345,Amad Diallo Traore,h,8127,OpenPlay,2024,Head,26974,Manchester United,Aston Villa,2,0,2025-05-25 15:00:00,Bruno Fernandes,Throughball
